product,date,market,description,source_url,price,quantity,unit,origin,quality,product_clean,market_clean,unit_price,month,year,season,product_category,price_category
Agneau,2025-11-19,MIN de Lyon,Agneau Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?AGNEAU,32.97,9,pièce,Pays-Bas,Cat. I,Agneau,MIN de Lyon,32.97,11,2025,Automne,Viande,>20€
Agneau,2025-12-18,MIN d'Avignon,Agneau Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?AGNEAU,24.83,6,pièce,Belgique,Cat. II,Agneau,MIN d'Avignon,24.83,12,2025,Hiver,Viande,>20€
Citron,2025-11-05,MIN de Lyon,Citron Cat. I - France,https://rnm.franceagrimer.fr/prix?CITRON,5.49,9,pièce,France,Cat. I,Citron,MIN de Lyon,5.49,11,2025,Automne,Fruits,5-10€
Melon,2025-12-18,MIN de Lyon,Melon Bio - Allemagne,https://rnm.franceagrimer.fr/prix?MELON,5.87,1,litre,Allemagne,Bio,Melon,MIN de Lyon,5.87,12,2025,Hiver,Fruits,5-10€
Banane,2025-11-04,MIN de Nantes,Banane Extra - Allemagne,https://rnm.franceagrimer.fr/prix?BANANE,9.88,3,kg,Allemagne,Extra,Banane,MIN de Nantes,9.88,11,2025,Automne,Fruits,5-10€
Carotte,2025-12-28,MIN de Nantes,Carotte Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?CAROTTE,3.31,4,litre,Pays-Bas,Cat. II,Carotte,MIN de Nantes,3.31,12,2025,Hiver,Légumes,2-5€
Crème,2026-02-01,MIN de Marseille,Crème Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?CRÈME,13.53,3,kg,Maroc,Cat. II,Crème,MIN de Marseille,13.53,2,2026,Hiver,Produits laitiers,10-20€
Orange,2026-01-11,MIN de Marseille,Orange Extra - Allemagne,https://rnm.franceagrimer.fr/prix?ORANGE,11.47,9,litre,Allemagne,Extra,Orange,MIN de Marseille,11.47,1,2026,Hiver,Fruits,10-20€
Pomme,2025-12-05,MIN de Nantes,Pomme Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?POMME,11.18,10,kg,Pays-Bas,Bio,Pomme,MIN de Nantes,11.18,12,2025,Hiver,Fruits,10-20€
Poire,2026-01-07,MIN de Paris,Poire Cat. I - France,https://rnm.franceagrimer.fr/prix?POIRE,12.3,5,kg,France,Cat. I,Poire,MIN de Paris,12.3,1,2026,Hiver,Fruits,10-20€
Orange,2025-12-08,MIN de Paris,Orange Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?ORANGE,10.52,6,kg,Pays-Bas,Bio,Orange,MIN de Paris,10.52,12,2025,Hiver,Fruits,10-20€
Ail,2025-11-04,MIN de Strasbourg,Ail Extra - France,https://rnm.franceagrimer.fr/prix?AIL,6.18,6,litre,France,Extra,Ail,MIN de Strasbourg,6.18,11,2025,Automne,Légumes,5-10€
Volaille,2026-01-11,MIN de Toulouse,Volaille Bio - France,https://rnm.franceagrimer.fr/prix?VOLAILLE,22.81,4,kg,France,Bio,Volaille,MIN de Toulouse,22.81,1,2026,Hiver,Viande,>20€
Tomate,2025-11-06,MIN de Rungis,Tomate Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?TOMATE,3.51,4,pièce,Allemagne,Cat. II,Tomate,MIN de Rungis,3.51,11,2025,Automne,Légumes,2-5€
Citron,2025-11-14,MIN de Strasbourg,Citron Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?CITRON,6.23,6,kg,Espagne,Cat. II,Citron,MIN de Strasbourg,6.23,11,2025,Automne,Fruits,5-10€
Carotte,2025-11-21,MIN d'Avignon,Carotte Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?CAROTTE,3.33,6,kg,Pays-Bas,Cat. I,Carotte,MIN d'Avignon,3.33,11,2025,Automne,Légumes,2-5€
Chou,2025-11-12,MIN de Perpignan,Chou Bio - Allemagne,https://rnm.franceagrimer.fr/prix?CHOU,7.63,9,kg,Allemagne,Bio,Chou,MIN de Perpignan,7.63,11,2025,Automne,Légumes,5-10€
Salade,2026-01-13,MIN de Nantes,Salade Cat. II - Italie,https://rnm.franceagrimer.fr/prix?SALADE,5.64,1,kg,Italie,Cat. II,Salade,MIN de Nantes,5.64,1,2026,Hiver,Légumes,5-10€
Poivron,2026-01-12,MIN de Nantes,Poivron Bio - Espagne,https://rnm.franceagrimer.fr/prix?POIVRON,2.92,4,litre,Espagne,Bio,Poivron,MIN de Nantes,2.92,1,2026,Hiver,Légumes,2-5€
Raisin,2025-12-17,MIN de Lyon,Raisin Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?RAISIN,12.92,8,kg,Pays-Bas,Extra,Raisin,MIN de Lyon,12.92,12,2025,Hiver,Fruits,10-20€
Orange,2026-01-07,MIN de Toulouse,Orange Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?ORANGE,9.25,7,pièce,Belgique,Cat. II,Orange,MIN de Toulouse,9.25,1,2026,Hiver,Fruits,5-10€
Crème,2026-01-26,MIN d'Avignon,Crème Bio - Maroc,https://rnm.franceagrimer.fr/prix?CRÈME,11.03,6,pièce,Maroc,Bio,Crème,MIN d'Avignon,11.03,1,2026,Hiver,Produits laitiers,10-20€
Aubergine,2026-01-13,MIN de Lyon,Aubergine Extra - Allemagne,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.41,7,kg,Allemagne,Extra,Aubergine,MIN de Lyon,2.41,1,2026,Hiver,Légumes,2-5€
Carotte,2025-11-11,MIN de Perpignan,Carotte Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?CAROTTE,3.78,7,pièce,Belgique,Cat. I,Carotte,MIN de Perpignan,3.78,11,2025,Automne,Légumes,2-5€
Courgette,2025-12-25,MIN de Paris,Courgette Cat. II - France,https://rnm.franceagrimer.fr/prix?COURGETTE,4.28,9,litre,France,Cat. II,Courgette,MIN de Paris,4.28,12,2025,Hiver,Légumes,2-5€
Cerise,2026-01-05,MIN de Paris,Cerise Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?CERISE,9.9,3,kg,Allemagne,Cat. II,Cerise,MIN de Paris,9.9,1,2026,Hiver,Fruits,5-10€
Kiwi,2025-11-24,MIN d'Avignon,Kiwi Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?KIWI,3.83,5,kg,Portugal,Cat. II,Kiwi,MIN d'Avignon,3.83,11,2025,Automne,Fruits,2-5€
Kiwi,2026-02-01,MIN de Lyon,Kiwi Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?KIWI,5.34,2,kg,Maroc,Cat. I,Kiwi,MIN de Lyon,5.34,2,2026,Hiver,Fruits,5-10€
Agneau,2026-01-07,MIN de Rungis,Agneau Extra - Italie,https://rnm.franceagrimer.fr/prix?AGNEAU,31.69,7,litre,Italie,Extra,Agneau,MIN de Rungis,31.69,1,2026,Hiver,Viande,>20€
Pomme de terre,2025-12-10,MIN d'Avignon,Pomme de terre Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.1,5,kg,Maroc,Cat. II,Pomme De Terre,MIN d'Avignon,7.1,12,2025,Hiver,Légumes,5-10€
Volaille,2025-12-13,MIN de Perpignan,Volaille Extra - Maroc,https://rnm.franceagrimer.fr/prix?VOLAILLE,21.64,6,litre,Maroc,Extra,Volaille,MIN de Perpignan,21.64,12,2025,Hiver,Viande,>20€
Pomme de terre,2025-12-16,MIN de Bordeaux,Pomme de terre Bio - Italie,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,5.68,10,litre,Italie,Bio,Pomme De Terre,MIN de Bordeaux,5.68,12,2025,Hiver,Légumes,5-10€
Fraise,2025-11-04,MIN de Marseille,Fraise Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,3.24,4,kg,Pays-Bas,Extra,Fraise,MIN de Marseille,3.24,11,2025,Automne,Fruits,2-5€
Veau,2025-12-08,MIN de Toulouse,Veau Extra - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,32.07,8,pièce,Maroc,Extra,Veau,MIN de Toulouse,32.07,12,2025,Hiver,Viande,>20€
Beurre,2025-12-21,MIN de Nice,Beurre Extra - Maroc,https://rnm.franceagrimer.fr/prix?BEURRE,11.74,9,kg,Maroc,Extra,Beurre,MIN de Nice,11.74,12,2025,Hiver,Produits laitiers,10-20€
Courgette,2025-11-30,MIN d'Avignon,Courgette Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?COURGETTE,4.95,4,pièce,Belgique,Cat. II,Courgette,MIN d'Avignon,4.95,11,2025,Automne,Légumes,2-5€
Kiwi,2025-11-28,MIN de Bordeaux,Kiwi Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?KIWI,4.27,1,litre,Allemagne,Cat. II,Kiwi,MIN de Bordeaux,4.27,11,2025,Automne,Fruits,2-5€
Tomate,2025-11-09,MIN d'Avignon,Tomate Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?TOMATE,3.04,1,pièce,Pays-Bas,Bio,Tomate,MIN d'Avignon,3.04,11,2025,Automne,Légumes,2-5€
Beurre,2025-12-15,MIN de Paris,Beurre Extra - Portugal,https://rnm.franceagrimer.fr/prix?BEURRE,10.26,8,pièce,Portugal,Extra,Beurre,MIN de Paris,10.26,12,2025,Hiver,Produits laitiers,10-20€
Cerise,2025-11-23,MIN de Toulouse,Cerise Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?CERISE,6.89,4,pièce,Espagne,Cat. I,Cerise,MIN de Toulouse,6.89,11,2025,Automne,Fruits,5-10€
Fromage de chèvre,2025-11-18,MIN de Rungis,Fromage de chèvre Extra - Italie,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.59,3,pièce,Italie,Extra,Fromage De Chèvre,MIN de Rungis,14.59,11,2025,Automne,Produits laitiers,10-20€
Poivron,2025-12-06,MIN de Bordeaux,Poivron Bio - Belgique,https://rnm.franceagrimer.fr/prix?POIVRON,2.99,3,kg,Belgique,Bio,Poivron,MIN de Bordeaux,2.99,12,2025,Hiver,Légumes,2-5€
Œuf,2025-11-05,MIN de Perpignan,Œuf Extra - Italie,https://rnm.franceagrimer.fr/prix?ŒUF,5.23,3,litre,Italie,Extra,Œuf,MIN de Perpignan,5.23,11,2025,Automne,Produits laitiers,5-10€
Oignon,2026-01-25,MIN de Marseille,Oignon Cat. II - France,https://rnm.franceagrimer.fr/prix?OIGNON,3.07,7,kg,France,Cat. II,Oignon,MIN de Marseille,3.07,1,2026,Hiver,Légumes,2-5€
Lait,2025-12-02,MIN d'Avignon,Lait Bio - Allemagne,https://rnm.franceagrimer.fr/prix?LAIT,7.83,1,pièce,Allemagne,Bio,Lait,MIN d'Avignon,7.83,12,2025,Hiver,Produits laitiers,5-10€
Raisin,2025-12-16,MIN de Lille,Raisin Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?RAISIN,14.92,5,pièce,Pays-Bas,Extra,Raisin,MIN de Lille,14.92,12,2025,Hiver,Fruits,10-20€
Yaourt,2026-01-29,MIN d'Avignon,Yaourt Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?YAOURT,7.28,4,litre,Allemagne,Cat. I,Yaourt,MIN d'Avignon,7.28,1,2026,Hiver,Produits laitiers,5-10€
Raisin,2026-01-06,MIN de Lille,Raisin Cat. II - Italie,https://rnm.franceagrimer.fr/prix?RAISIN,14.1,4,pièce,Italie,Cat. II,Raisin,MIN de Lille,14.1,1,2026,Hiver,Fruits,10-20€
Fromage de chèvre,2025-11-11,MIN d'Avignon,Fromage de chèvre Bio - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,11.92,9,litre,Maroc,Bio,Fromage De Chèvre,MIN d'Avignon,11.92,11,2025,Automne,Produits laitiers,10-20€
Carotte,2025-12-21,MIN de Lyon,Carotte Cat. II - France,https://rnm.franceagrimer.fr/prix?CAROTTE,3.23,7,litre,France,Cat. II,Carotte,MIN de Lyon,3.23,12,2025,Hiver,Légumes,2-5€
Bœuf,2025-12-20,MIN d'Avignon,Bœuf Bio - Portugal,https://rnm.franceagrimer.fr/prix?BŒUF,25.25,9,litre,Portugal,Bio,Bœuf,MIN d'Avignon,25.25,12,2025,Hiver,Viande,>20€
Dinde,2025-11-14,MIN d'Avignon,Dinde Extra - Belgique,https://rnm.franceagrimer.fr/prix?DINDE,34.64,4,pièce,Belgique,Extra,Dinde,MIN d'Avignon,34.64,11,2025,Automne,Viande,>20€
Ail,2025-12-30,MIN de Nice,Ail Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?AIL,7.33,10,pièce,Allemagne,Cat. I,Ail,MIN de Nice,7.33,12,2025,Hiver,Légumes,5-10€
Pastèque,2026-01-18,MIN de Nantes,Pastèque Extra - Italie,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.69,8,kg,Italie,Extra,Pastèque,MIN de Nantes,3.69,1,2026,Hiver,Fruits,2-5€
Chou,2025-11-17,MIN de Toulouse,Chou Extra - Espagne,https://rnm.franceagrimer.fr/prix?CHOU,8.08,10,litre,Espagne,Extra,Chou,MIN de Toulouse,8.08,11,2025,Automne,Légumes,5-10€
Pastèque,2025-12-25,MIN de Lyon,Pastèque Extra - France,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.13,8,litre,France,Extra,Pastèque,MIN de Lyon,4.13,12,2025,Hiver,Fruits,2-5€
Cerise,2025-12-05,MIN de Bordeaux,Cerise Extra - France,https://rnm.franceagrimer.fr/prix?CERISE,9.04,10,pièce,France,Extra,Cerise,MIN de Bordeaux,9.04,12,2025,Hiver,Fruits,5-10€
Fromage de chèvre,2025-12-14,MIN de Paris,Fromage de chèvre Extra - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,12.95,10,litre,Maroc,Extra,Fromage De Chèvre,MIN de Paris,12.95,12,2025,Hiver,Produits laitiers,10-20€
Beurre,2025-12-28,MIN de Bordeaux,Beurre Extra - Espagne,https://rnm.franceagrimer.fr/prix?BEURRE,10.86,5,kg,Espagne,Extra,Beurre,MIN de Bordeaux,10.86,12,2025,Hiver,Produits laitiers,10-20€
Salade,2025-12-24,MIN de Nantes,Salade Bio - Maroc,https://rnm.franceagrimer.fr/prix?SALADE,5.26,6,litre,Maroc,Bio,Salade,MIN de Nantes,5.26,12,2025,Hiver,Légumes,5-10€
Oignon,2026-01-16,MIN de Paris,Oignon Extra - Maroc,https://rnm.franceagrimer.fr/prix?OIGNON,3.82,5,pièce,Maroc,Extra,Oignon,MIN de Paris,3.82,1,2026,Hiver,Légumes,2-5€
Poivron,2025-12-21,MIN de Lyon,Poivron Extra - Belgique,https://rnm.franceagrimer.fr/prix?POIVRON,2.91,4,pièce,Belgique,Extra,Poivron,MIN de Lyon,2.91,12,2025,Hiver,Légumes,2-5€
Canard,2025-12-09,MIN de Toulouse,Canard Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?CANARD,34.04,3,kg,Maroc,Cat. II,Canard,MIN de Toulouse,34.04,12,2025,Hiver,Viande,>20€
Porc,2025-11-30,MIN de Paris,Porc Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?PORC,31.43,7,kg,Portugal,Cat. I,Porc,MIN de Paris,31.43,11,2025,Automne,Viande,>20€
Orange,2025-12-17,MIN de Paris,Orange Bio - Portugal,https://rnm.franceagrimer.fr/prix?ORANGE,13.4,8,kg,Portugal,Bio,Orange,MIN de Paris,13.4,12,2025,Hiver,Fruits,10-20€
Veau,2026-01-16,MIN de Nice,Veau Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,33.73,7,kg,Maroc,Cat. I,Veau,MIN de Nice,33.73,1,2026,Hiver,Viande,>20€
Agneau,2025-11-16,MIN d'Avignon,Agneau Cat. I - France,https://rnm.franceagrimer.fr/prix?AGNEAU,26.52,5,kg,France,Cat. I,Agneau,MIN d'Avignon,26.52,11,2025,Automne,Viande,>20€
Dinde,2025-12-17,MIN de Rungis,Dinde Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?DINDE,30.29,10,kg,Pays-Bas,Extra,Dinde,MIN de Rungis,30.29,12,2025,Hiver,Viande,>20€
Canard,2025-12-07,MIN de Strasbourg,Canard Extra - Allemagne,https://rnm.franceagrimer.fr/prix?CANARD,29.98,6,pièce,Allemagne,Extra,Canard,MIN de Strasbourg,29.98,12,2025,Hiver,Viande,>20€
Raisin,2026-01-08,MIN de Rungis,Raisin Extra - Allemagne,https://rnm.franceagrimer.fr/prix?RAISIN,14.5,6,pièce,Allemagne,Extra,Raisin,MIN de Rungis,14.5,1,2026,Hiver,Fruits,10-20€
Poulet,2025-11-07,MIN d'Avignon,Poulet Cat. II - Italie,https://rnm.franceagrimer.fr/prix?POULET,15.39,9,pièce,Italie,Cat. II,Poulet,MIN d'Avignon,15.39,11,2025,Automne,Viande,10-20€
Tomate,2026-01-23,MIN de Nantes,Tomate Bio - Italie,https://rnm.franceagrimer.fr/prix?TOMATE,3.47,2,litre,Italie,Bio,Tomate,MIN de Nantes,3.47,1,2026,Hiver,Légumes,2-5€
Cerise,2025-12-05,MIN de Bordeaux,Cerise Bio - Portugal,https://rnm.franceagrimer.fr/prix?CERISE,9.05,5,pièce,Portugal,Bio,Cerise,MIN de Bordeaux,9.05,12,2025,Hiver,Fruits,5-10€
Melon,2025-12-06,MIN de Marseille,Melon Bio - Allemagne,https://rnm.franceagrimer.fr/prix?MELON,6.35,10,kg,Allemagne,Bio,Melon,MIN de Marseille,6.35,12,2025,Hiver,Fruits,5-10€
Tomate,2025-11-25,MIN de Perpignan,Tomate Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,3.38,4,litre,Belgique,Cat. II,Tomate,MIN de Perpignan,3.38,11,2025,Automne,Légumes,2-5€
Œuf,2025-12-09,MIN de Marseille,Œuf Extra - Belgique,https://rnm.franceagrimer.fr/prix?ŒUF,4.99,3,pièce,Belgique,Extra,Œuf,MIN de Marseille,4.99,12,2025,Hiver,Produits laitiers,2-5€
Lapin,2025-11-27,MIN de Nice,Lapin Cat. I - Italie,https://rnm.franceagrimer.fr/prix?LAPIN,23.93,3,kg,Italie,Cat. I,Lapin,MIN de Nice,23.93,11,2025,Automne,Viande,>20€
Salade,2025-12-11,MIN de Lille,Salade Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?SALADE,5.65,6,litre,Pays-Bas,Extra,Salade,MIN de Lille,5.65,12,2025,Hiver,Légumes,5-10€
Yaourt,2025-12-09,MIN de Nice,Yaourt Extra - Allemagne,https://rnm.franceagrimer.fr/prix?YAOURT,7.58,1,pièce,Allemagne,Extra,Yaourt,MIN de Nice,7.58,12,2025,Hiver,Produits laitiers,5-10€
Kiwi,2025-12-24,MIN de Rungis,Kiwi Extra - Belgique,https://rnm.franceagrimer.fr/prix?KIWI,4.67,4,litre,Belgique,Extra,Kiwi,MIN de Rungis,4.67,12,2025,Hiver,Fruits,2-5€
Veau,2026-01-07,MIN de Paris,Veau Bio - Allemagne,https://rnm.franceagrimer.fr/prix?VEAU,21.14,7,litre,Allemagne,Bio,Veau,MIN de Paris,21.14,1,2026,Hiver,Viande,>20€
Poire,2025-11-03,MIN de Lille,Poire Cat. II - Italie,https://rnm.franceagrimer.fr/prix?POIRE,9.21,1,pièce,Italie,Cat. II,Poire,MIN de Lille,9.21,11,2025,Automne,Fruits,5-10€
Orange,2025-12-29,MIN de Nice,Orange Bio - Portugal,https://rnm.franceagrimer.fr/prix?ORANGE,11.27,8,litre,Portugal,Bio,Orange,MIN de Nice,11.27,12,2025,Hiver,Fruits,10-20€
Haricot vert,2026-01-06,MIN de Strasbourg,Haricot vert Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.08,2,litre,Pays-Bas,Extra,Haricot Vert,MIN de Strasbourg,7.08,1,2026,Hiver,Légumes,5-10€
Beurre,2026-01-22,MIN de Nantes,Beurre Bio - Allemagne,https://rnm.franceagrimer.fr/prix?BEURRE,9.42,1,litre,Allemagne,Bio,Beurre,MIN de Nantes,9.42,1,2026,Hiver,Produits laitiers,5-10€
Cheval,2025-12-24,MIN de Toulouse,Cheval Bio - Allemagne,https://rnm.franceagrimer.fr/prix?CHEVAL,25.87,6,pièce,Allemagne,Bio,Cheval,MIN de Toulouse,25.87,12,2025,Hiver,Viande,>20€
Veau,2026-01-03,MIN de Lille,Veau Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?VEAU,30.19,3,litre,Pays-Bas,Bio,Veau,MIN de Lille,30.19,1,2026,Hiver,Viande,>20€
Poivron,2025-12-16,MIN de Lyon,Poivron Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?POIVRON,2.78,8,kg,Espagne,Cat. II,Poivron,MIN de Lyon,2.78,12,2025,Hiver,Légumes,2-5€
Yaourt,2025-12-12,MIN de Bordeaux,Yaourt Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?YAOURT,6.44,7,litre,Pays-Bas,Cat. I,Yaourt,MIN de Bordeaux,6.44,12,2025,Hiver,Produits laitiers,5-10€
Tomate,2025-12-23,MIN de Toulouse,Tomate Extra - France,https://rnm.franceagrimer.fr/prix?TOMATE,3.46,2,litre,France,Extra,Tomate,MIN de Toulouse,3.46,12,2025,Hiver,Légumes,2-5€
Porc,2025-12-12,MIN de Perpignan,Porc Cat. II - France,https://rnm.franceagrimer.fr/prix?PORC,31.71,9,kg,France,Cat. II,Porc,MIN de Perpignan,31.71,12,2025,Hiver,Viande,>20€
Poire,2025-12-11,MIN de Nantes,Poire Cat. I - Italie,https://rnm.franceagrimer.fr/prix?POIRE,11.4,4,kg,Italie,Cat. I,Poire,MIN de Nantes,11.4,12,2025,Hiver,Fruits,10-20€
Veau,2025-11-13,MIN de Marseille,Veau Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?VEAU,22.42,10,pièce,Pays-Bas,Cat. I,Veau,MIN de Marseille,22.42,11,2025,Automne,Viande,>20€
Fraise,2026-01-15,MIN de Perpignan,Fraise Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?FRAISE,4.45,3,pièce,Portugal,Cat. II,Fraise,MIN de Perpignan,4.45,1,2026,Hiver,Fruits,2-5€
Chou,2025-12-28,MIN de Lille,Chou Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?CHOU,6.6,8,kg,Pays-Bas,Cat. II,Chou,MIN de Lille,6.6,12,2025,Hiver,Légumes,5-10€
Orange,2025-11-08,MIN d'Avignon,Orange Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?ORANGE,8.15,6,pièce,Pays-Bas,Cat. II,Orange,MIN d'Avignon,8.15,11,2025,Automne,Fruits,5-10€
Carotte,2025-11-06,MIN de Lyon,Carotte Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?CAROTTE,3.54,4,kg,Allemagne,Cat. I,Carotte,MIN de Lyon,3.54,11,2025,Automne,Légumes,2-5€
Cerise,2026-01-15,MIN d'Avignon,Cerise Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?CERISE,9.19,7,pièce,Belgique,Cat. I,Cerise,MIN d'Avignon,9.19,1,2026,Hiver,Fruits,5-10€
Orange,2026-01-06,MIN de Nice,Orange Extra - France,https://rnm.franceagrimer.fr/prix?ORANGE,12.54,10,litre,France,Extra,Orange,MIN de Nice,12.54,1,2026,Hiver,Fruits,10-20€
Tomate,2025-11-11,MIN de Marseille,Tomate Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?TOMATE,3.3,3,litre,Portugal,Cat. I,Tomate,MIN de Marseille,3.3,11,2025,Automne,Légumes,2-5€
Tomate,2026-01-11,MIN d'Avignon,Tomate Extra - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,3.64,4,litre,Belgique,Extra,Tomate,MIN d'Avignon,3.64,1,2026,Hiver,Légumes,2-5€
Kiwi,2026-01-23,MIN d'Avignon,Kiwi Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?KIWI,4.52,9,kg,Portugal,Cat. II,Kiwi,MIN d'Avignon,4.52,1,2026,Hiver,Fruits,2-5€
Aubergine,2025-12-08,MIN de Rungis,Aubergine Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?AUBERGINE,3.06,5,kg,Maroc,Cat. I,Aubergine,MIN de Rungis,3.06,12,2025,Hiver,Légumes,2-5€
Fromage,2025-11-27,MIN de Bordeaux,Fromage Extra - Allemagne,https://rnm.franceagrimer.fr/prix?FROMAGE,9.96,8,litre,Allemagne,Extra,Fromage,MIN de Bordeaux,9.96,11,2025,Automne,Produits laitiers,5-10€
Fraise,2025-12-04,MIN de Toulouse,Fraise Cat. I - Italie,https://rnm.franceagrimer.fr/prix?FRAISE,4.49,9,kg,Italie,Cat. I,Fraise,MIN de Toulouse,4.49,12,2025,Hiver,Fruits,2-5€
Courgette,2025-12-22,MIN de Strasbourg,Courgette Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?COURGETTE,3.96,8,litre,Maroc,Cat. I,Courgette,MIN de Strasbourg,3.96,12,2025,Hiver,Légumes,2-5€
Pomme de terre,2025-12-30,MIN de Paris,Pomme de terre Extra - Allemagne,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,5.65,4,litre,Allemagne,Extra,Pomme De Terre,MIN de Paris,5.65,12,2025,Hiver,Légumes,5-10€
Poulet,2025-12-04,MIN de Lille,Poulet Bio - Espagne,https://rnm.franceagrimer.fr/prix?POULET,15.75,7,kg,Espagne,Bio,Poulet,MIN de Lille,15.75,12,2025,Hiver,Viande,10-20€
Œuf,2025-12-28,MIN de Marseille,Œuf Extra - Espagne,https://rnm.franceagrimer.fr/prix?ŒUF,5.71,4,kg,Espagne,Extra,Œuf,MIN de Marseille,5.71,12,2025,Hiver,Produits laitiers,5-10€
Orange,2025-12-13,MIN de Marseille,Orange Cat. II - Italie,https://rnm.franceagrimer.fr/prix?ORANGE,11.35,2,kg,Italie,Cat. II,Orange,MIN de Marseille,11.35,12,2025,Hiver,Fruits,10-20€
Poire,2026-01-05,MIN de Paris,Poire Extra - Belgique,https://rnm.franceagrimer.fr/prix?POIRE,10.78,1,kg,Belgique,Extra,Poire,MIN de Paris,10.78,1,2026,Hiver,Fruits,10-20€
Lait,2026-01-12,MIN de Lille,Lait Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?LAIT,8.14,9,litre,Espagne,Cat. I,Lait,MIN de Lille,8.14,1,2026,Hiver,Produits laitiers,5-10€
Pastèque,2026-01-24,MIN de Perpignan,Pastèque Bio - Italie,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.2,5,pièce,Italie,Bio,Pastèque,MIN de Perpignan,4.2,1,2026,Hiver,Fruits,2-5€
Melon,2025-12-01,MIN de Perpignan,Melon Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?MELON,8.78,1,kg,Pays-Bas,Cat. II,Melon,MIN de Perpignan,8.78,12,2025,Hiver,Fruits,5-10€
Orange,2025-12-11,MIN d'Avignon,Orange Bio - Belgique,https://rnm.franceagrimer.fr/prix?ORANGE,13.36,8,litre,Belgique,Bio,Orange,MIN d'Avignon,13.36,12,2025,Hiver,Fruits,10-20€
Volaille,2025-11-29,MIN de Bordeaux,Volaille Bio - Italie,https://rnm.franceagrimer.fr/prix?VOLAILLE,22.21,6,pièce,Italie,Bio,Volaille,MIN de Bordeaux,22.21,11,2025,Automne,Viande,>20€
Veau,2026-01-02,MIN de Bordeaux,Veau Bio - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,22.72,1,litre,Belgique,Bio,Veau,MIN de Bordeaux,22.72,1,2026,Hiver,Viande,>20€
Poire,2026-01-12,MIN de Rungis,Poire Extra - Italie,https://rnm.franceagrimer.fr/prix?POIRE,12.07,1,pièce,Italie,Extra,Poire,MIN de Rungis,12.07,1,2026,Hiver,Fruits,10-20€
